RequestorID,Entry_date,Behavior,Reputation,Like_list_len,Block_list_len,ratings,mid_thres,low_thre
1,0,8,-1.0,0,1,1,43,15
2,0,30,0.3095704400052226,692,145,30636,42,13
3,0,32,0.36359269932756966,860,236,33312,26,20
4,0,63,1.0,634,133,31315,46,12
5,0,73,1.0,859,147,32650,27,13
6,0,70,1.0,599,169,31666,49,15
7,0,13,-1.0,1,0,1,35,13
8,0,97,1.0,826,196,29276,27,17
9,0,38,0.5751354263310687,808,244,33413,32,20
10,0,61,1.0,812,200,25315,29,17
11,0,46,0.8432594851556193,778,130,22298,23,13
12,0,96,1.0,786,117,24174,29,11
13,0,42,0.7206281066425666,762,170,26556,38,15
14,0,31,0.34146007864592237,762,237,29245,35,20
15,0,30,0.3063469501266918,756,146,32362,38,13
16,0,25,0.14124814053977475,810,157,28234,31,14
17,0,24,0.11056793673616104,814,209,27820,29,18
18,0,28,0.2417668583376895,771,134,26782,35,12
19,0,36,0.5190969757205737,734,206,28172,40,17
20,0,29,0.2725177304964539,587,154,22560,49,14
21,0,6,-1.0,1,0,1,45,18
22,0,86,1.0,722,203,25723,39,17
23,0,82,1.0,661,205,26562,45,17
24,0,42,0.7203624291049938,825,187,28916,30,16
25,0,22,0.0558288243974422,782,178,28462,30,16
26,0,52,1.0,636,156,28411,46,14
27,0,22,0.05455202312138728,626,187,30448,48,16
28,0,87,1.0,824,120,24505,23,12
29,0,6,-1.0,0,1,1,24,10
30,0,29,0.2766851777989139,654,149,32593,45,14
31,0,51,1.0,730,148,31445,40,13
32,0,19,-0.007417102966841187,611,129,25212,46,12
33,0,2,-1.0,1,0,1,25,17
34,0,89,1.0,739,125,29893,38,11
35,0,65,1.0,900,148,29384,25,13
36,0,73,1.0,598,143,27295,46,14
37,0,59,1.0,915,205,27411,23,17
38,0,33,0.40160158741407415,734,113,28222,36,11
39,0,26,0.16709171320657262,727,231,30977,39,19
40,0,80,1.0,597,137,25472,47,13
41,0,16,-1.0,1,0,1,31,13
42,0,22,0.05443886097152429,884,146,29850,24,13
43,0,57,1.0,574,224,21110,50,19
44,0,23,0.08742121129076459,765,133,29192,35,12
45,0,72,1.0,837,123,26097,28,11
46,0,74,1.0,732,226,26781,34,20
47,0,36,0.5155417278829257,915,187,34713,24,16
48,0,40,0.662250176783654,778,127,26869,30,12
49,0,72,1.0,890,115,30692,22,10
50,0,17,-0.03216963637829558,692,231,12403,39,20
51,0,70,1.0,689,196,29270,38,18
52,0,48,0.8961815720716467,644,117,31767,44,11
53,0,22,0.054691672164106434,774,157,31833,36,14
54,0,90,1.0,741,226,29653,37,19
55,0,56,1.0,801,133,32647,31,12
56,0,88,1.0,710,169,32755,41,15
57,0,70,1.0,795,206,28548,34,17
58,0,47,0.8742884401335665,671,163,31445,42,15
59,0,44,0.7724391057724391,842,125,29970,29,11
60,0,61,1.0,662,113,31499,43,10
61,0,34,0.4397849810563129,796,226,30881,30,19
62,0,5,-1.0,1,0,1,30,18
63,0,14,-0.12637859338275176,726,111,5531,37,10
64,0,95,1.0,755,135,31801,37,12
65,0,56,1.0,916,125,26930,23,11
66,0,1,-1.0,0,0,1,36,18
67,0,40,0.6627276249515691,863,140,25810,25,13
68,0,2,-1.0,1,0,1,46,10
69,0,67,1.0,890,125,28434,26,11
70,0,10,-1.0,1,0,1,23,18
71,0,33,0.39853479853479856,619,213,30030,47,18
72,0,31,0.33976497346474605,783,149,26380,32,14
73,0,6,-1.0,1,0,1,21,17
74,0,73,1.0,597,170,30255,50,15
75,0,22,0.05391743892165122,801,120,29675,30,11
76,0,9,-1.0,1,0,1,48,12
77,0,57,1.0,770,204,31159,36,17
78,0,79,1.0,602,197,30704,47,17
79,0,53,1.0,668,208,31406,43,18
80,0,71,1.0,626,220,21451,42,20
81,0,84,1.0,891,157,20920,25,14
82,0,24,0.11036695967629413,898,153,28668,21,14
83,0,98,1.0,810,205,31089,28,18
84,0,36,0.5164643595041323,749,210,30976,36,18
85,0,11,-1.0,0,0,1,34,16
86,0,63,1.0,569,202,26522,49,18
87,0,60,1.0,719,215,25309,33,20
88,0,84,1.0,786,198,27443,31,17
89,0,11,-1.0,1,0,1,32,20
90,0,32,0.36510635344737846,699,208,28819,40,18
91,0,100,1.0,578,110,24011,47,10
92,0,92,1.0,631,143,24756,46,13
93,0,82,1.0,787,212,25844,32,18
94,0,85,1.0,692,232,29558,42,19
95,0,6,-1.0,1,0,1,30,11
96,0,55,1.0,822,242,25105,30,20
97,0,68,1.0,887,119,28783,24,10
98,0,78,1.0,662,161,27588,44,15
99,0,63,1.0,735,120,28380,39,10
100,0,34,0.44270179200490123,788,237,32645,31,20
101,1,39,0.6155992744523511,806,149,28668,29,14
102,1,23,0.0852895987422732,919,216,27987,23,18
103,2,39,0.6151521498459053,597,204,33421,49,17
104,2,59,1.0,735,112,27640,37,10
105,3,92,1.0,773,217,25918,31,19
106,4,75,1.0,774,121,29440,34,11
107,5,34,0.4435792302656514,897,157,29023,23,14
108,5,50,0.9592291503321917,763,201,24233,33,18
109,6,30,0.3091441809757427,817,186,29352,30,16
110,7,82,1.0,831,152,26387,28,14
111,7,93,1.0,732,232,24154,38,20
112,8,9,-1.0,1,0,1,43,16
113,8,56,1.0,569,114,26357,49,10
114,8,67,1.0,871,117,30965,26,10
115,8,67,1.0,607,170,32906,49,15
116,9,3,-1.0,1,0,1,41,10
117,9,87,1.0,673,203,25593,41,18
118,9,60,1.0,895,167,31952,24,15
119,9,13,-1.0,1,0,1,38,12
120,10,39,0.6145260593290093,593,117,30373,47,11
121,10,31,0.34288933815000167,668,196,30173,42,17
122,10,82,1.0,720,216,31310,41,18
123,11,17,-0.025987918449534356,703,116,15892,41,10
124,12,18,-0.015705471419101523,753,117,19611,36,10
125,12,82,1.0,627,119,29926,45,12
126,12,42,0.7234531848877532,655,158,27395,43,15
127,12,40,0.6627581565057211,796,132,28229,31,12
128,12,6,-1.0,1,0,1,46,11
129,13,67,1.0,851,131,26455,26,12
130,14,80,1.0,867,115,28734,23,10
131,14,24,0.11110273611215798,775,207,26534,33,18
132,14,8,-1.0,1,0,1,22,20
133,14,13,-0.1413660501739608,694,133,5461,36,13
134,15,17,-1.0,1,0,1,21,18
135,15,94,1.0,657,147,19516,42,14
136,15,95,1.0,843,145,27313,26,14
137,15,4,-1.0,0,1,1,33,18
138,15,69,1.0,776,211,31025,33,18
139,16,16,-1.0,1,0,1,42,15
140,16,99,1.0,740,239,24093,38,20
141,17,58,1.0,648,198,26070,43,17
142,17,62,1.0,790,164,30374,30,15
143,17,85,1.0,641,242,25086,46,20
144,18,37,0.550580492494269,719,113,27046,38,10
145,18,87,1.0,691,122,23143,41,11
146,19,76,1.0,592,114,27188,48,10
147,19,84,1.0,839,142,20334,26,13
148,20,39,0.6122932776429418,646,148,17717,43,14
149,20,10,-1.0,1,0,1,30,15
